queue,second,cpus
gpu,1682412000,1292
large_mem,1682412000,109
priority,1682412000,44
cryoem,1682412000,494
standard,1682412000,11751
interactive,1682412000,41
compbio_auto,1682412000,95
archiving,1682412000,1
compbio,1682412000,339
cryo_core,1682412000,84
superdome,1682412000,32
cryo_core,1682413000,84
interactive,1682413000,41
gpu,1682413000,1244
superdome,1682413000,32
cryoem,1682413000,472
archiving,1682413000,1
priority,1682413000,44
short,1682413000,3
compbio_auto,1682413000,94
compbio,1682413000,314
large_mem,1682413000,109
standard,1682413000,13278
short,1682414000,2
archiving,1682414000,1
priority,1682414000,44
compbio,1682414000,293
gpu,1682414000,1220
superdome,1682414000,32
cryoem,1682414000,476
cryo_core,1682414000,84
large_mem,1682414000,109
standard,1682414000,11820
compbio_auto,1682414000,94
interactive,1682414000,41
large_mem,1682415000,109
standard,1682415000,9595
compbio_auto,1682415000,94
interactive,1682415000,41
superdome,1682415000,32
archiving,1682415000,1
cryoem,1682415000,470
short,1682415000,4
gpu,1682415000,1268
compbio,1682415000,269
priority,1682415000,44
cryo_core,1682415000,84
large_mem,1682416000,109
compbio,1682416000,322
gpu,1682416000,1220
standard,1682416000,8913
interactive,1682416000,40
cryoem,1682416000,470
superdome,1682416000,32
archiving,1682416000,1
priority,1682416000,43
compbio_auto,1682416000,94
cryo_core,1682416000,84
short,1682416000,2
superdome,1682417000,32
compbio,1682417000,253
cryoem,1682417000,470
interactive,1682417000,40
cryo_core,1682417000,84
priority,1682417000,43
compbio_auto,1682417000,95
archiving,1682417000,1
gpu,1682417000,1244
short,1682417000,3
large_mem,1682417000,109
standard,1682417000,10640
cryoem,1682418000,466
gpu,1682418000,1244
short,1682418000,3
compbio_auto,1682418000,94
priority,1682418000,43
archiving,1682418000,1
compbio,1682418000,255
cryo_core,1682418000,84
large_mem,1682418000,109
interactive,1682418000,40
standard,1682418000,12291
superdome,1682418000,32
large_mem,1682419000,109
cryoem,1682419000,458
priority,1682419000,43
compbio,1682419000,246
gpu,1682419000,1244
compbio_auto,1682419000,94
cryo_core,1682419000,84
archiving,1682419000,1
standard,1682419000,9292
short,1682419000,5
interactive,1682419000,42
superdome,1682419000,32
large_mem,1682420000,109
compbio_auto,1682420000,94
superdome,1682420000,32
short,1682420000,3
gpu,1682420000,1244
priority,1682420000,43
interactive,1682420000,42
cryoem,1682420000,438
standard,1682420000,6740
archiving,1682420000,1
cryo_core,1682420000,84
compbio,1682420000,244
compbio,1682421000,237
priority,1682421000,43
standard,1682421000,6418
cryo_core,1682421000,84
cryoem,1682421000,434
interactive,1682421000,43
gpu,1682421000,1220
large_mem,1682421000,109
short,1682421000,2
archiving,1682421000,1
compbio_auto,1682421000,94
superdome,1682421000,32
interactive,1682422000,47
cryoem,1682422000,454
superdome,1682422000,32
compbio_auto,1682422000,94
archiving,1682422000,1
large_mem,1682422000,109
short,1682422000,4
compbio,1682422000,236
priority,1682422000,43
standard,1682422000,6346
gpu,1682422000,1244
cryo_core,1682422000,84
standard,1682423000,6411
compbio_auto,1682423000,95
cryoem,1682423000,454
short,1682423000,3
superdome,1682423000,32
cryo_core,1682423000,48
interactive,1682423000,47
compbio,1682423000,231
gpu,1682423000,1244
large_mem,1682423000,109
archiving,1682423000,1
priority,1682423000,43
archiving,1682424000,1
superdome,1682424000,32
interactive,1682424000,47
short,1682424000,4
cryo_core,1682424000,48
compbio_auto,1682424000,94
cryoem,1682424000,454
compbio,1682424000,224
large_mem,1682424000,109
gpu,1682424000,1244
priority,1682424000,43
standard,1682424000,6559
compbio,1682425000,221
archiving,1682425000,1
priority,1682425000,43
cryoem,1682425000,454
short,1682425000,2
cryo_core,1682425000,48
compbio_auto,1682425000,94
large_mem,1682425000,109
superdome,1682425000,32
interactive,1682425000,47
standard,1682425000,6445
gpu,1682425000,1220
superdome,1682426000,32
priority,1682426000,43
compbio,1682426000,211
short,1682426000,4
archiving,1682426000,1
large_mem,1682426000,109
interactive,1682426000,47
cryoem,1682426000,454
cryo_core,1682426000,48
gpu,1682426000,1268
standard,1682426000,6576
compbio_auto,1682426000,94
cryoem,1682427000,454
compbio_auto,1682427000,94
superdome,1682427000,32
interactive,1682427000,48
archiving,1682427000,1
gpu,1682427000,1220
large_mem,1682427000,109
cryo_core,1682427000,48
compbio,1682427000,209
short,1682427000,2
priority,1682427000,44
standard,1682427000,5880
standard,1682428000,6028
superdome,1682428000,32
cryo_core,1682428000,48
priority,1682428000,44
interactive,1682428000,48
archiving,1682428000,1
large_mem,1682428000,109
compbio,1682428000,208
cryoem,1682428000,482
gpu,1682428000,1292
compbio_auto,1682428000,94
short,1682428000,7
cryo_core,1682429000,48
archiving,1682429000,1
compbio,1682429000,211
cryoem,1682429000,482
interactive,1682429000,48
superdome,1682429000,32
compbio_auto,1682429000,94
gpu,1682429000,1220
priority,1682429000,44
short,1682429000,2
standard,1682429000,5966
large_mem,1682429000,109
standard,1682430000,5914
compbio,1682430000,210
cryoem,1682430000,482
priority,1682430000,44
large_mem,1682430000,109
cryo_core,1682430000,48
archiving,1682430000,1
gpu,1682430000,1244
short,1682430000,3
compbio_auto,1682430000,95
superdome,1682430000,32
interactive,1682430000,51
gpu,1682431000,1268
compbio_auto,1682431000,323
cryo_core,1682431000,48
priority,1682431000,44
compbio,1682431000,207
short,1682431000,4
archiving,1682431000,1
large_mem,1682431000,109
rhel8_test_gpu,1682431000,240
rhel8_test,1682431000,10
standard,1682431000,5133
interactive,1682431000,53
superdome,1682431000,32
cryoem,1682431000,482
cryo_core,1682432000,48
compbio,1682432000,209
cryoem,1682432000,482
short,1682432000,4
large_mem,1682432000,109
interactive,1682432000,52
standard,1682432000,8334
gpu,1682432000,1222
superdome,1682432000,32
compbio_auto,1682432000,322
rhel8_test_gpu,1682432000,24
archiving,1682432000,1
priority,1682432000,45
large_mem,1682433000,109
gpu,1682433000,1245
cryoem,1682433000,614
rhel8_test_gpu,1682433000,24
short,1682433000,3
cryo_core,1682433000,48
archiving,1682433000,1
interactive,1682433000,53
superdome,1682433000,32
compbio,1682433000,234
priority,1682433000,45
compbio_auto,1682433000,265
standard,1682433000,888
compbio,1682434000,236
rhel8_test_gpu,1682434000,48
compbio_auto,1682434000,139
gpu,1682434000,1271
superdome,1682434000,32
large_mem,1682434000,109
priority,1682434000,45
short,1682434000,7
archiving,1682434000,1
cryoem,1682434000,618
interactive,1682434000,52
cryo_core,1682434000,48
standard,1682434000,4071
interactive,1682435000,57
superdome,1682435000,32
compbio,1682435000,216
gpu,1682435000,1319
standard,1682435000,2704
compbio_auto,1682435000,103
large_mem,1682435000,154
cryo_core,1682435000,48
short,1682435000,8
archiving,1682435000,1
cryoem,1682435000,618
rhel8_test_gpu,1682435000,72
cab_auto,1682435000,12
priority,1682435000,46
interactive,1682436000,62
rhel8_test_gpu,1682436000,48
superdome,1682436000,32
compbio_auto,1682436000,100
archiving,1682436000,1
compbio,1682436000,217
standard,1682436000,2618
cryo_core,1682436000,48
cryoem,1682436000,766
large_mem,1682436000,130
priority,1682436000,46
short,1682436000,4
gpu,1682436000,1268
archiving,1682437000,1
compbio_auto,1682437000,95
cryo_core,1682437000,48
gpu,1682437000,1292
standard,1682437000,3110
short,1682437000,5
large_mem,1682437000,129
priority,1682437000,48
interactive,1682437000,56
rhel8_test_gpu,1682437000,48
compbio,1682437000,225
superdome,1682437000,32
cryoem,1682437000,566
superdome,1682438000,32
cryoem,1682438000,438
interactive,1682438000,59
archiving,1682438000,33
large_mem,1682438000,133
cryo_core,1682438000,48
rhel8_test_gpu,1682438000,48
compbio,1682438000,223
priority,1682438000,156
gpu,1682438000,1244
standard,1682438000,2517
compbio_auto,1682438000,3185
short,1682438000,2
interactive,1682439000,65
compbio,1682439000,220
archiving,1682439000,33
short,1682439000,5
superdome,1682439000,32
standard,1682439000,1540
cryoem,1682439000,598
priority,1682439000,214
gpu,1682439000,1318
compbio_auto,1682439000,94
large_mem,1682439000,126
rhel8_test_gpu,1682439000,48
cryo_core,1682439000,48
standard,1682440000,4222
priority,1682440000,134
compbio_auto,1682440000,94
gpu,1682440000,1317
superdome,1682440000,32
compbio,1682440000,220
archiving,1682440000,33
interactive,1682440000,63
large_mem,1682440000,123
short,1682440000,19
cryo_core,1682440000,112
cryoem,1682440000,818
rhel8_test_gpu,1682440000,72
large_mem,1682441000,114
cryo_core,1682441000,240
priority,1682441000,98
cryoem,1682441000,822
gpu,1682441000,1273
interactive,1682441000,62
compbio_auto,1682441000,94
compbio,1682441000,222
superdome,1682441000,32
archiving,1682441000,9
standard,1682441000,2353
rhel8_test_gpu,1682441000,48
short,1682441000,7
priority,1682442000,503
short,1682442000,9
archiving,1682442000,9
standard,1682442000,3503
compbio_auto,1682442000,94
compbio,1682442000,216
cryo_core,1682442000,160
cryoem,1682442000,819
interactive,1682442000,61
rhel8_test_gpu,1682442000,72
gpu,1682442000,1344
superdome,1682442000,32
large_mem,1682442000,256
priority,1682443000,513
standard,1682443000,1228
large_mem,1682443000,250
short,1682443000,2
cryoem,1682443000,935
gpu,1682443000,1271
cryo_core,1682443000,240
interactive,1682443000,62
archiving,1682443000,9
rhel8_test_gpu,1682443000,24
compbio_auto,1682443000,94
compbio,1682443000,1069
superdome,1682443000,32
large_mem,1682444000,141
interactive,1682444000,60
gpu,1682444000,1342
rhel8_test_gpu,1682444000,24
standard,1682444000,2533
compbio_auto,1682444000,94
cryo_core,1682444000,112
archiving,1682444000,9
priority,1682444000,610
compbio,1682444000,783
short,1682444000,7
cab_auto,1682444000,103
superdome,1682444000,32
cryoem,1682444000,821
large_mem,1682445000,113
interactive,1682445000,61
compbio,1682445000,347
cab_auto,1682445000,16
cryoem,1682445000,884
superdome,1682445000,32
cryo_core,1682445000,112
standard,1682445000,1232
compbio_auto,1682445000,94
rhel8_test_gpu,1682445000,24
gpu,1682445000,1294
archiving,1682445000,9
short,1682445000,4
priority,1682445000,518
cryo_core,1682446000,112
superdome,1682446000,32
cryoem,1682446000,696
compbio,1682446000,1310
compbio_auto,1682446000,94
archiving,1682446000,9
interactive,1682446000,63
short,1682446000,5
priority,1682446000,468
rhel8_test_gpu,1682446000,24
large_mem,1682446000,113
standard,1682446000,1695
gpu,1682446000,1270
interactive,1682447000,65
gpu,1682447000,1294
compbio,1682447000,1616
compbio_auto,1682447000,94
superdome,1682447000,32
large_mem,1682447000,113
rhel8_test_gpu,1682447000,24
short,1682447000,6
standard,1682447000,3140
cryoem,1682447000,692
priority,1682447000,518
cryo_core,1682447000,112
archiving,1682447000,9
short,1682448000,6
interactive,1682448000,64
cryoem,1682448000,692
priority,1682448000,486
cryo_core,1682448000,112
cab_auto,1682448000,6
standard,1682448000,3051
rhel8_test_gpu,1682448000,24
archiving,1682448000,9
large_mem,1682448000,112
compbio_auto,1682448000,94
gpu,1682448000,1222
superdome,1682448000,32
compbio,1682448000,2124
interactive,1682449000,66
superdome,1682449000,32
archiving,1682449000,9
cryoem,1682449000,650
rhel8_test_gpu,1682449000,24
cryo_core,1682449000,112
compbio_auto,1682449000,93
standard,1682449000,1804
gpu,1682449000,1294
large_mem,1682449000,112
compbio,1682449000,19200
priority,1682449000,486
short,1682449000,10
rhel8_test,1682449000,2
cab_auto,1682449000,6
superdome,1682450000,32
compbio_auto,1682450000,94
priority,1682450000,113
archiving,1682450000,9
short,1682450000,11
standard,1682450000,1198
interactive,1682450000,68
gpu,1682450000,1246
large_mem,1682450000,156
rhel8_test_gpu,1682450000,264
cab_auto,1682450000,10
cryo_core,1682450000,112
rhel8_test,1682450000,11
cryoem,1682450000,648
compbio,1682450000,8348
cab_auto,1682451000,12
short,1682451000,12
standard,1682451000,4166
interactive,1682451000,68
archiving,1682451000,9
gpu,1682451000,1271
compbio_auto,1682451000,93
rhel8_test_gpu,1682451000,24
superdome,1682451000,32
cryo_core,1682451000,112
large_mem,1682451000,117
compbio,1682451000,5131
priority,1682451000,105
cryoem,1682451000,772
heavy_io,1682451000,221
cab_auto,1682452000,7
gpu,1682452000,1534
large_mem,1682452000,112
compbio_auto,1682452000,93
compbio,1682452000,2279
cryoem,1682452000,770
interactive,1682452000,68
heavy_io,1682452000,211
archiving,1682452000,9
priority,1682452000,106
short,1682452000,4
rhel8_test_gpu,1682452000,24
superdome,1682452000,32
cryo_core,1682452000,112
standard,1682452000,3288
gpu,1682453000,1508
cryoem,1682453000,762
compbio_auto,1682453000,93
interactive,1682453000,66
archiving,1682453000,9
heavy_io,1682453000,1
superdome,1682453000,32
short,1682453000,3
rhel8_test_gpu,1682453000,24
cryo_core,1682453000,112
standard,1682453000,5270
cab_auto,1682453000,6
compbio,1682453000,770
priority,1682453000,119
large_mem,1682453000,111
priority,1682454000,138
cab_auto,1682454000,25
superdome,1682454000,32
short,1682454000,5
archiving,1682454000,9
standard,1682454000,3485
large_mem,1682454000,111
interactive,1682454000,67
cryo_core,1682454000,48
gpu,1682454000,1508
compbio_auto,1682454000,93
compbio,1682454000,705
gpu_short,1682454000,2
cryoem,1682454000,842
rhel8_test_gpu,1682454000,24
priority,1682455000,125
interactive,1682455000,68
compbio_auto,1682455000,93
rhel8_test_gpu,1682455000,24
compbio,1682455000,729
short,1682455000,4
large_mem,1682455000,113
superdome,1682455000,32
gpu,1682455000,1532
cryoem,1682455000,845
cryo_core,1682455000,48
standard,1682455000,3829
archiving,1682455000,9
cab_auto,1682455000,22
large_mem,1682456000,193
compbio_auto,1682456000,93
cab_auto,1682456000,20
superdome,1682456000,32
rhel8_test_gpu,1682456000,24
interactive,1682456000,68
standard,1682456000,4933
priority,1682456000,145
cryo_core,1682456000,48
heavy_io,1682456000,300
compbio,1682456000,881
archiving,1682456000,9
short,1682456000,3
gpu,1682456000,1612
cryoem,1682456000,852
compbio_auto,1682457000,93
priority,1682457000,166
short,1682457000,2
cryo_core,1682457000,48
large_mem,1682457000,191
standard,1682457000,3637
compbio,1682457000,896
heavy_io,1682457000,19
cab_auto,1682457000,26
cryoem,1682457000,816
gpu,1682457000,769
interactive,1682457000,69
superdome,1682457000,32
archiving,1682457000,9
rhel8_test_gpu,1682457000,24
archiving,1682458000,9
cryo_core,1682458000,48
cryoem,1682458000,922
cab_auto,1682458000,31
standard,1682458000,3161
compbio_auto,1682458000,93
superdome,1682458000,32
interactive,1682458000,66
rhel8_test_gpu,1682458000,24
gpu,1682458000,743
large_mem,1682458000,185
priority,1682458000,144
compbio,1682458000,700
cryo_core,1682459000,48
rhel8_test_gpu,1682459000,24
gpu,1682459000,766
compbio,1682459000,698
large_mem,1682459000,151
superdome,1682459000,32
cryoem,1682459000,802
cab_auto,1682459000,24
priority,1682459000,143
archiving,1682459000,9
interactive,1682459000,67
compbio_auto,1682459000,93
rhel8_test,1682459000,2
short,1682459000,1
standard,1682459000,5324
large_mem,1682460000,117
compbio,1682460000,682
cryoem,1682460000,766
priority,1682460000,130
superdome,1682460000,32
gpu,1682460000,767
compbio_auto,1682460000,93
cryo_core,1682460000,112
interactive,1682460000,68
archiving,1682460000,9
standard,1682460000,5368
cab_auto,1682460000,8
short,1682460000,1
cab_auto,1682461000,8
gpu,1682461000,743
compbio,1682461000,669
interactive,1682461000,65
cryo_core,1682461000,112
superdome,1682461000,32
priority,1682461000,130
archiving,1682461000,9
standard,1682461000,8645
compbio_auto,1682461000,92
large_mem,1682461000,111
cryoem,1682461000,786
cab_auto,1682462000,8
archiving,1682462000,9
gpu,1682462000,615
superdome,1682462000,32
compbio,1682462000,695
compbio_auto,1682462000,188
large_mem,1682462000,111
cryo_core,1682462000,112
priority,1682462000,107
interactive,1682462000,64
cryoem,1682462000,784
standard,1682462000,9420
archiving,1682463000,9
interactive,1682463000,63
superdome,1682463000,32
large_mem,1682463000,111
compbio_auto,1682463000,186
priority,1682463000,110
cryoem,1682463000,790
gpu,1682463000,615
cryo_core,1682463000,112
compbio,1682463000,649
standard,1682463000,9434
cab_auto,1682463000,8
priority,1682464000,136
archiving,1682464000,9
large_mem,1682464000,111
cryo_core,1682464000,112
gpu,1682464000,615
compbio,1682464000,634
cryoem,1682464000,820
interactive,1682464000,57
cab_auto,1682464000,8
superdome,1682464000,32
standard,1682464000,5725
compbio_auto,1682464000,92
compbio,1682465000,625
superdome,1682465000,32
interactive,1682465000,55
standard,1682465000,3430
priority,1682465000,106
