archiving,128
biostat,11649
biostat_gpu,128
cab_auto,448
clc,28
compbio,15630
compbio_auto,15630
compbio_tracker,28
cryo_core,128
cryoem,1192
dgx,256
dragen,2
gpu,2876
gpu_short,2712
heavy_io,13582
hpcf_test,64
hpcf_test_gpu,128
hprc_test,1
interactive,220
large_mem,560
large_mem_cbi,128
priority,15630
rhel8_test,497
rhel8_test_cryoem,168
rhel8_test_gpu,504
rhel8_test_large_mem,80
short,15630
standard,15630
superdome,224
